# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 16.11.2020 по 27.12.2020, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.12.2020 06:00";"-6.7";"767.8";"768.2";"-0.9";"70";"Ветер, дующий с востоко-юго-востока";"2";"";"";"60%.";" ";"";"";"-6.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"-11.4";"Осадков нет";"12";"";"";"";"";
"11.12.2020 03:00";"-6.5";"768.7";"769.1";"-1.4";"70";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.2";"";"";"";"";"";"";
"11.12.2020 00:00";"-6.2";"770.1";"770.5";"-0.1";"65";"Ветер, дующий с востоко-юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.7";"";"";"";"";"";"";
"10.12.2020 21:00";"-5.4";"770.2";"770.5";"-0.7";"63";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-3.6";"";"";"";"";"";"10.0";"-11.4";"Осадков нет";"12";"";"";"";"";
"10.12.2020 18:00";"-4.9";"770.9";"771.3";"-0.3";"61";"Ветер, дующий с востоко-юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.3";"Осадков нет";"12";"";"";"";"";
"10.12.2020 15:00";"-3.7";"771.2";"771.6";"-0.9";"62";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.1";"";"";"";"";"";"";
"10.12.2020 12:00";"-4.7";"772.1";"772.5";"-0.3";"65";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.4";"";"";"";"";"";"";
"10.12.2020 09:00";"-5.3";"772.4";"772.8";"-0.5";"70";"Ветер, дующий с востоко-юго-востока";"2";"";"";"10%  или менее, но не 0";" ";"";"";"-5.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-9.9";"Осадков нет";"12";"";"";"";"";
"10.12.2020 06:00";"-4.8";"772.9";"773.3";"-0.8";"71";"Ветер, дующий с востоко-юго-востока";"3";"";"";"60%.";" ";"";"";"-4.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-9.3";"Осадков нет";"12";"";"";"";"";
"10.12.2020 03:00";"-4.3";"773.7";"774.1";"-0.5";"66";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"20.0";"-9.8";"";"";"";"";"";"";
"10.12.2020 00:00";"-4.0";"774.2";"774.6";"-0.1";"62";"Ветер, дующий с востоко-юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-10.3";"";"";"";"";"";"";
"09.12.2020 21:00";"-3.3";"774.3";"774.7";"0.2";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-2.3";"";"";"";"";"";"10.0";"-10.1";"Осадков нет";"12";"";"";"";"";
"09.12.2020 18:00";"-3.0";"774.1";"774.5";"-0.3";"58";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.3";"Осадков нет";"12";"";"";"";"";
"09.12.2020 15:00";"-2.5";"774.4";"774.7";"-0.8";"55";"Ветер, дующий с востоко-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.5";"";"";"";"";"";"";
